DestinationID;Name;CityProvince;Description;Rate ;Image;KeyMain;EntranceFee;AccommodationCost;TotalTourCost;TourPricePerPerson
292;Chùa Côn Son;H?i Duong;"Chùa Côn Son (H?i Duong) là di tích l?ch s? và van hóa, n?i b?t v?i 000i?n 00000úc c? 000ính và 000hông gian thanh t?nh Noi dây là m?t 00000ong nh?ng d?a di?m du l?ch tâm linh n?i ti?ng ? mi?n B?c";35;https://conson000iepbacorgvn/wp-content/uploads/2021/03/Cuu-pham-3jpg;"l?ch s?, van hóa, 000hám phá";20000–80000;300000–800000;100000–300000;500000–1500000
293;Làng r?i nu?c Thanh H?i;H?i Duong;Làng r?i nu?c Thanh H?i (H?i Duong) là noi b?o t?n và phát 00000i?n ngh? thu?t r?i nu?c 00000uy?n th?ng Du 000hách có th? thu?ng th?c nh?ng màn r?i d?c s?c 00000ong 000hông gian van hóa dân gian d?m dà;41;https://luhanhvietnamcomvn/du-lich/vnt_upload/news/06_2021/lang-roi-nuoc-thanh-hai-sapng;"d?a danh n?i ti?ng, bi?u tu?ng";Mi?n phí;300000–800000;200000–500000;500000–1500000
294;Ð?n 000i?p B?c;H?i Duong;"Ð?n 000i?p B?c (H?i Duong) là noi th? Hung Ð?o Ð?i Vuong 00000?n Qu?c Tu?n, ngu?i có công l?n 00000ong chi?n 00000anh ch?ng Nguyên Ð?n mang d?m giá 00000? l?ch s? và van hóa";31;https://vietsense00000avelcom/view/at_den-000iep-bac_910af4a7a9046696946822e976e0a962jpg;"thu giãn, yên bình, du l?ch sinh thái";20000–80000;300000–800000;100000–300000;500000–1500000
295;Ch? Ðông Ngô Quy?n;H?i Duong;Ch? Ðông Ngô Quy?n (H?i Phòng) là ch? 00000uy?n th?ng n?i ti?ng v?i da d?ng m?t hàng và 000hông 000hí t?p n?p Ch? là noi giao thuong c?a ngu?i dân d?a phuong và du 000hách;35;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcR5VsYHUiMpVj0SqNQ-3n5vB7orjjCW2v9jzw&s;"b?o t?n, d?ng v?t, th?c v?t";Mi?n phí;300000–800000;200000–600000;500000–200000
296;Ð? Son;H?i Phòng;Ð? Son (H?i Phòng) là m?t bãi bi?n d?p n?i ti?ng v?i nh?ng dãy núi và bi?n xanh Ðây là 000hu du l?ch bi?n v?i các ho?t d?ng th? thao nu?c và thu giãn du?i ánh n?ng;35;https://vie00000aprocom/wp-content/uploads/2017/05/bai-bien-do-son-hai-phongjpg;"di s?n, l?ch s?, van hóa";Mi?n phí;300000–800000;300000–800000;100000–300000
297;Cát Bà;H?i Phòng;Cát Bà (H?i Phòng) là hòn d?o n?i ti?ng v?i bãi bi?n tuy?t d?p và h? sinh thái da d?ng Noi dây là m?t di?m d?n lý tu?ng cho nh?ng ai yêu thích du l?ch sinh thái và bi?n;48;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcR3GEramqChIIWX08m0x2Cq_5N26odngXetIA&s;"d?a phuong, d?c dáo, 000hám phá";Mi?n phí;300000–800000;200000–500000;300000–700000
298;B?n Nghiêng - B?n 00015;H?i Phòng;"B?n Nghiêng (B?n 00015) (Qu?ng Ninh) là m?t b?n c?ng n?i ti?ng, g?n li?n v?i l?ch s? chi?n 00000anh Ðây là m?t 00000ong nh?ng di?m di tích l?ch s? quan 00000?ng c?a mi?n B?c";41;https://imagevietgoingcom/editor/image_czc1638431389jpg;"thiên nhiên, du l?ch, hòa bình";20000–80000;300000–800000;100000–300000;500000–1500000
299;H?i dang Hòn D?u;H?i Phòng;"H?i dang Hòn D?u (H?i Phòng) là ng?n h?i dang c? 000ính, n?m 00000ên d?o Hòn D?u Ðây là m?t 00000ong nh?ng ng?n h?i dang quan 00000?ng ? 000hu v?c v?nh B?c B?";4;https://tico00000avelcomvn/wp-content/uploads/2022/05/Hai-dang-Hon-Dau-2jpg;"c?nh quan, d?a danh, n?i b?t";20000–50000;300000–800000;300000–800000;100000–300000
300;C?u Hoàng Van Th?;H?i Phòng;C?u Hoàng Van Th? (H?i Phòng) là m?t cây c?u huy?t m?ch n?i li?n các 000hu v?c 00000ong thành ph? C?u n?i b?t v?i 000i?n 00000úc hi?n d?i và là di?m d?n tham quan chính c?a du 000hách;33;https://imagev3dantocmiennuivn/w1000/Uploaded/2024/ngotzz/2022_08_25/cauhoangvanthu2jpeg;"000hám phá, thiên nhiên, thu giãn";Mi?n phí;300000–800000;100000–300000;500000–1500000
301;000hu du l?ch Lung Ng?c Hoàng;H?u Giang;000hu du l?ch Lung Ng?c Hoàng (H?u Giang) là 000hu b?o t?n thiên nhiên n?i b?t v?i h? sinh thái r?ng ng?p m?n Ðây là di?m d?n lý tu?ng cho nh?ng ai yêu thích du l?ch sinh thái và nghiên c?u d?ng th?c v?t;5;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcRCuDRxQuW4UyoIJ000AcItE_ahWHE3_moYpOXg&s;"du l?ch, thiên nhiên, c?nh d?p";50000–200000;300000–800000;200000–600000;500000–200000
302;Ch? n?i Ngã B?y;H?u Giang;Ch? n?i Ngã B?y (H?u Giang) là m?t 00000ong nh?ng ch? n?i n?i ti?ng ? mi?n Tây Du 000hách có th? 00000?i nghi?m vi?c mua bán 00000ên sông và 000hám phá n?n van hóa ch? n?i d?c s?c;3;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcTWb2p0D3meLtBculBebw-4Pea5g8O-zyvo1g&s;"l?ch s?, van hóa, 000hám phá";Mi?n phí;300000–800000;100000–300000;500000–1500000
303;Công viên gi?i 00000í Vinpearl H?u Giang;H?u Giang;"Công viên gi?i 00000í Vinpearl H?u Giang là 000hu vui choi gi?i 00000í hi?n d?i, v?i nhi?u 00000ò choi h?p d?n cho c? gia dình Ðây là di?m d?n lý tu?ng cho du 000hách tìm 000i?m s? gi?i 00000í và thu giãn";43;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcT000cf2MdvR1tzFaSudJbTNbCmNy5Jxo-qQoIw&s;"d?a danh n?i ti?ng, bi?u tu?ng";300000–800000;1500000–500000;100000–300000;200000–500000
304;Vu?n cò Tân Long;H?u Giang;"Vu?n cò Tân Long (Vinh Long) là 000hu v?c b?o t?n sinh thái, noi có hàng nghìn con cò sinh s?ng Du 000hách có th? ng?m nhìn nh?ng dàn cò bay lu?n 00000ong 000hông gian thanh bình";45;https://luhanhvietnamcomvn/du-lich/vnt_upload/news/10_2021/diem-du-lich-sinh-thaijpg;"thu giãn, yên bình, du l?ch sinh thái";20000–50000;300000–800000;200000–500000;500000–200000
305;Sông Cái L?n;H?u Giang;"Sông Cái L?n (Cà Mau) là con sông dài, ch?y qua các t?nh mi?n Tây Noi dây có h? sinh thái phong phú và là di?m du l?ch sinh thái n?i b?t c?a vùng d?ng b?ng sông C?u Long";32;https://cdntuoi00000evn/thumb_w/480/2022/3/13/logo-dp00000ungnam7-1647141329088927871571jpg;"b?o t?n, d?ng v?t, th?c v?t";Mi?n phí;300000–800000;200000–600000;500000–200000
306;Thung Nai;Hòa Bình;"Thung Nai (Hòa Bình) là 000hu du l?ch n?i ti?ng v?i c?nh s?c thiên nhiên hùng vi, bao g?m h? nu?c r?ng l?n và các dãy núi bao quanh Noi dây là d?a di?m lý tu?ng cho du 000hách yêu thích du l?ch sinh thái và tham gia các ho?t d?ng ngoài 00000?i nhu chèo thuy?n";47;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcQYz1fmShZLDoqjX0N9o-8uDiP5fvlaUGP4Ow&s;"di s?n, l?ch s?, van hóa";Mi?n phí;300000–800000;200000–600000;500000–1500000
307;Mai Châu;Hòa Bình;"Mai Châu (Hòa Bình) là m?t thung lung xinh d?p, n?i ti?ng v?i nh?ng ngôi nhà sàn và c?nh s?c thiên nhiên hoang so Mai Châu thu hút du 000hách b?i 000hông 000hí 00000ong lành, c?ng v?i n?n van hóa d?c s?c c?a d?ng bào dân t?c Thái";42;https://vcdn1-dulichvnecdnnet/2022/04/12/du-lich-Mai-Chau-thang-07-mobi-5431-9625-1649760588jpg?w=0&h=0&q=100&dpr=1&fit=crop&s=5cITecm000s10000MS75q6iQnQ;"d?a phuong, d?c dáo, 000hám phá";20000–50000;500000–200000;200000–500000;500000–1500000
308;Ð?ng Ðá B?c;Hòa Bình;Ð?ng Ðá B?c (Qu?ng Ninh) là m?t hang d?ng t? nhiên n?i b?t v?i nh?ng 000h?i dá vôi 000? l? và v? d?p huy?n bí Du 000hách có th? 000hám phá h? th?ng th?ch nhu và các t?o hình dá d?c dáo 00000ong 000hông gian yên tinh c?a d?ng;39;https://tourdulichvietnamcomvn/uploads/image/a-dia-danh-du-lich/dong-da-bac-1jpg;"thiên nhiên, du l?ch, hòa bình";20000–50000;300000–800000;200000–600000;500000–200000
309;C?u thác Tú Son;Hòa Bình;C?u thác Tú Son (Hà Giang) là m?t h? th?ng 9 thác nu?c l?n nh? n?m gi?a thiên nhiên hoang so Ðây là di?m d?n lý tu?ng cho nh?ng ai yêu thích 000hám phá và tìm hi?u các thác nu?c gi?a 000hông gian núi r?ng;32;https://dulichbennghecdnvccloudvn/wp-content/uploads/2020/03/du-lich-ben-nghe-cuu-thac-tu-sonjpg;"c?nh quan, d?a danh, n?i b?t";Mi?n phí;500000–200000;200000–600000;1500000–400000
310;Ð?n Thác B?;Hòa Bình;"Ð?n Thác B? (Hòa Bình) là m?t di tích l?ch s?, th? n? tu?ng Cao Th? L?ch Ð?n n?m g?n thác B?, có 000hung c?nh huy?n bí và là noi linh thiêng, thu hút du 000hách d?n tham quan và c?u nguy?n";44;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcShxh5UJa4Rwa6DjOg-8EmOofN000wvzf9QuAQA&s;"000hám phá, thiên nhiên, thu giãn";20000–80000;300000–800000;200000–600000;500000–1500000
311;Ph? Hi?n;Hung Yên;"Ph? Hi?n (Hung Yên) là m?t 000hu ph? c? n?i ti?ng v?i nh?ng công 00000ình 000i?n 00000úc mang d?m d?u ?n l?ch s? Ðây là m?t di?m d?n h?p d?n cho du 000hách mu?n tìm hi?u v? l?ch s?, van hóa và thu?ng th?c ?m th?c d?a phuong";4;https://mediathanh00000acomvn/public/data/images/0/2022/02/19/00000avan/pho%CC%82%CC%81-hie%CC%82%CC%81n-1jpeg;"du l?ch, thiên nhiên, c?nh d?p";20000–50000;300000–800000;200000–500000;500000–1500000
312;Chùa Chuông;Hung Yên;"Chùa Chuông (Hà N?i) là m?t ngôi chùa c? có 000i?n 00000úc d?c dáo, n?m 00000ong 000huôn viên r?ng rãi, thanh t?nh Ðây là m?t d?a di?m hành huong n?i ti?ng, thu hút dông d?o ph?t t? và du 000hách d?n tham quan";43;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcTN_eID3pJlJ000MN1b66P0GMq8yYTTUBj05Y6w&s;"l?ch s?, van hóa, 000hám phá";20000–80000;400000–1500000;100000–300000;100000–300000
313;Làng ngh? dúc d?ng L?ng Thu?ng;Hung Yên;Làng ngh? dúc d?ng L?ng Thu?ng (Hà N?i) n?i ti?ng v?i ngh? dúc d?ng 00000uy?n th?ng t? lâu d?i Du 000hách có th? tham quan quy 00000ình s?n xu?t các s?n ph?m d?ng th? công m? ngh? và tìm hi?u v? l?ch s? làng ngh?;47;https://encrypted-tbn0gstaticcom/images?q=tbn:ANd9GcSZBAnp--Ji_JlUPtWDWROIXwNRBCdT5cjONQ&s;"d?a danh n?i ti?ng, bi?u tu?ng";Mi?n phí;400000–1500000;100000–300000;500000–1500000
314;Ð?n Phù ?ng;Hung Yên;"Ð?n Phù ?ng (Hung Yên) là di tích l?ch s?, th? Ð?c thánh Phù ?ng, ngu?i có công giúp vua Hùng 00000ong các cu?c chi?n Ð?n n?m 00000ong 000huôn viên r?ng l?n, v?i 000hông gian thanh t?nh và linh thiêng";46;https://s-aicmscdnvietnamhoinhapvn/vnhn-media/20/1/26/img_2020-01-26_1580004165jpg;"thu giãn, yên bình, du l?ch sinh thái";20000–80000;300000–800000;100000–300000;500000–1500000
315;Ðình làng Nôm;Hung Yên;"Ðình làng Nôm (Hung Yên) là m?t di tích van hóa d?c s?c, n?i b?t v?i 000i?n 00000úc c? 00000uy?n và các ho?t d?ng l? h?i dân gian Ðây là di?m d?n thu hút du 000hách 000hám phá nh?ng giá 00000? van hóa 00000uy?n th?ng";39;https://imagev3vietnamplusvn/w1000/Uploaded/2024/qfsqy/2022_11_04/dinh_lang_nomJPGwebp;"b?o t?n, d?ng v?t, th?c v?t";20000–80000;300000–800000;200000–600000;500000–1500000
